NAME,SHAPE,INPUT,OUTPUT,OPS,CYCLE,LINES
_NDP_custom-call_0,0x20,2,1,1,335,8
_NDP_custom-call.1_0,0x4000,2,1,1,2296,9
_NDP_custom-call.2_0,0x20,3,1,1,339,9
_NDP_custom-call.3_0,0x20,9,2,4,368,24
_NDP_custom-call.4_0,0x3b00,5,1,6,2186,19
_NDP_custom-call.5_0,0x162000,11,1,6,229029,28
_NDP_custom-call.6_0,0x162000,7,1,4,197459,20
_NDP_custom-call.7_0,0x162000,4,1,2,187447,13
_NDP_custom-call.8_0,0x162000,4,1,2,187926,13
_NDP_custom-call.9_0,0x162000,3,1,2,198763,12
